Company Size,Sector,Rating,IT HR Spending (USD),Software Licenses (USD),Cloud Services (USD),Hardware Costs (USD),Telco Costs (USD),Total IT Spending,Total Revenue,IT Spending as % of Revenue
Small,Circular Economy,High,64267.69437,112408.9379,87146.4059,47404.70865,45347.61195,284879.8789,1601926.45,18.8748139
Small,Circular Economy,Normal,98285.0566,107323.3928,106719.2211,76705.25576,44163.46138,325613.9219,3042656.897,11.2138504
Small,Renewable Energy,Low,88970.52685,73432.5601,114969.4708,30405.19583,44152.29575,18609.79609,1219550.54,0.941306334
Medium,Renewable Energy,Normal,52466.57093,156174.587,144551.4121,84353.83571,29307.99068,88373.11185,916610.0929,10.55631715
Large,Renewable Energy,Normal,161554.2321,137434.2174,257527.1378,136186.3236,95445.3573,668698.8106,5170884.144,12.95377181
Small,Renewable Energy,High,84095.00902,126458.8049,114312.6316,67455.54058,49900.59873,496381.6875,1866953.375,25.10699338
Small,E-Mobility,High,118257.7946,76290.3242,119036.2401,91413.39401,46990.93966,302529.8301,1896426.203,17.74946433
Small,Renewable Energy,Normal,217160.5576,294302.8497,341286.0805,103109.6477,106039.3311,846927.0989,5224133.065,14.54099349
Small,E-Mobility,Normal,124345.8325,148418.2405,111744.582,74193.29298,67235.56286,343467.7499,2293229.201,15.58736992
Medium,E-Mobility,Low,136065.3755,368367.2159,416591.5176,205811.0481,124785.4623,509762.33,6433252.076,7.117269023
Small,Renewable Energy,Normal,132258.5171,152257.7284,209804.0438,75534.42133,51327.80702,358586.738,3018943.885,13.36711292
Large,Renewable Energy,Low,96255.44534,81073.48804,109524.2811,82241.57732,29874.41437,54111.26931,1425576.79,2.96818655
Small,Circular Economy,Normal,-2268.869212,-1706.695303,-2200.339716,-1386.82624,-1445.326758,-3194.568086,-37078.23485,9.243991353
Medium,E-Mobility,Normal,108593.1009,160517.4006,147662.4627,80182.33978,62817.72929,468055.7701,5102888.89,9.831061112
Small,E-Mobility,Normal,163986.3076,149890.4853,154806.133,78168.37613,63816.47409,605046.9682,4026916.011,15.00167372
Small,Renewable Energy,High,89706.17351,136262.6437,153299.3903,88451.61227,99275.67574,849250.0765,3903857.806,19.72535625
Small,Renewable Energy,High,125174.1352,82840.06277,147353.0407,100215.1822,54412.48053,432363.7413,2209651.238,23.45133775
Medium,Renewable Energy,High,-16302.78597,-18230.43379,-30345.06727,-13150.06051,-4735.677105,-87864.78045,-398176.8005,22.20752143
Small,Renewable Energy,Normal,226197.0311,302359.4091,192661.6224,133436.4114,70718.53029,468421.4289,6030893.758,8.187076042
Medium,Circular Economy,Low,126824.2769,127830.7378,156254.5823,150518.8513,36212.01262,89865.28146,2840472.651,3.196590887
Small,Renewable Energy,Normal,32327.97191,68667.28378,93334.89065,35938.46514,23352.04486,51085.70885,426131.0637,12.70266118
Small,Circular Economy,Normal,57528.9542,78131.71679,139468.9416,109811.3939,71133.5558,505835.7392,4514351.592,10.30888907
Large,Renewable Energy,Low,112400.5664,93130.89445,167948.2499,54337.81845,49768.71268,90113.9084,2152269.097,4.25784061
Small,Renewable Energy,Low,141274.5236,186936.5765,276577.0372,99621.26547,57950.98153,63611.21345,4404734.336,0.984092075
Medium,E-Mobility,High,125280.1835,141997.9399,138330.9028,51696.6219,67149.84998,513725.7812,1769953.497,28.84102622
Medium,Renewable Energy,High,156531.7849,229765.1524,300338.3952,205352.2982,113211.7351,350072.4428,1231911.852,26.73129854
Small,E-Mobility,Low,88232.30856,82836.23886,72586.9921,59032.21901,21624.89597,138796.0003,2449867.698,5.035494978
Medium,E-Mobility,Low,115303.3091,76323.22605,129156.9045,44977.54367,45798.8347,62337.77139,1297760.763,5.078430796
Small,Renewable Energy,Normal,91903.86828,155205.9915,177343.8382,58285.71182,29714.6202,317664.7027,2271468.388,12.03500689
Large,Circular Economy,High,69937.11386,141162.2338,99024.13854,67041.9099,54643.22152,517538.2155,2008548.615,26.79074732
Small,E-Mobility,Normal,227222.6875,166017.1147,152880.6787,175812.9737,43707.11524,471543.0431,4992451.093,10.6729675
Small,Renewable Energy,Low,46353.06487,147815.0888,159978.0761,83912.41406,72604.58313,96483.95202,2752186.375,3.965070411
Small,Circular Economy,Normal,124611.0285,259081.2293,315579.4921,98615.05965,85370.29988,413761.1705,3547365.01,13.88410929
Small,E-Mobility,Normal,96471.7582,174645.6303,169580.3033,67643.61298,49310.761,144514.1758,1103594.179,12.87669923
Medium,E-Mobility,Normal,-975.8721861,-2149.354848,-1456.920705,-1327.279112,-482.7696845,-1418.657224,-11362.64165,13.55222995
Small,E-Mobility,Low,160435.1105,100390.6987,162516.3369,116281.5407,41070.46291,14102.18043,1066435.721,0.889071502
Small,E-Mobility,High,54552.02339,85640.92177,100128.4394,77068.56188,26111.82665,631266.7788,2380006.728,31.38628889
Small,Circular Economy,Low,35245.46923,88543.43394,45760.83165,32621.89577,24837.20204,84705.26798,1439325.98,5.373864561
Medium,Circular Economy,Normal,137523.7206,219286.0795,179154.9719,125219.6074,84572.01843,226057.662,1537068.452,11.8292247
Small,Renewable Energy,Normal,60454.32096,111171.3457,142422.8873,55058.35798,51327.13329,348860.6154,3205487.342,9.915351035
Small,E-Mobility,High,-16559.16402,-20824.06922,-22638.35518,-21609.18164,-11734.10381,-162233.9951,-634518.6774,26.37443688
Small,E-Mobility,High,196192.3988,190176.097,241564.8233,79030.46403,50531.41917,959206.2303,4778445.557,19.48387818
Medium,E-Mobility,Normal,149014.386,167595.9083,173337.0597,166950.4804,74694.71494,524178.681,7320693.648,8.177941415
Small,E-Mobility,High,43634.28807,89635.78653,87189.18845,36492.03275,26065.14228,160029.9556,578298.3925,25.51445715
Small,E-Mobility,High,92436.66908,91127.21338,145528.5111,109088.8617,33559.95061,292051.6998,1612990.27,17.15273715
Medium,E-Mobility,Normal,110131.8868,147305.0399,162296.5264,106952.7884,65202.61569,214743.5892,1522838.397,13.72862857
Small,Circular Economy,Normal,49087.92752,59560.72658,53793.08382,26435.09441,25490.38902,167516.588,1180553.456,14.56390229
Medium,E-Mobility,High,78509.6441,143607.4955,188581.1224,131973.1868,78425.92655,821724.9973,2943058.55,31.46373501
Medium,Circular Economy,Normal,191542.4779,197137.1144,299363.5852,177219.2474,117617.9321,759475.5635,8491148.179,10.00442885
Small,Renewable Energy,High,185513.0588,205482.6298,227382.3365,155609.5332,75140.75219,407400.618,1777596.138,19.51369973
Large,Circular Economy,High,202060.294,169609.5371,240944.1655,172552.794,83525.87466,927375.5922,4325477.025,24.12455311
Small,Renewable Energy,High,73889.55798,69512.68156,100555.8245,65923.37106,24732.728,762727.0105,2566047.281,28.60796147
Small,Renewable Energy,High,160532.3106,156326.2738,259150.5767,141696.8533,64506.58824,197938.7813,977185.4398,17.67970886
Small,Circular Economy,Normal,44367.00825,24776.42988,53817.40572,24179.0348,17707.74008,177024.5566,1194374.263,14.94642756
Small,Circular Economy,Normal,90899.39991,155615.5278,163441.2207,115476.6506,37084.61389,280943.4897,2724121.763,9.944733384
Small,E-Mobility,Normal,81579.41432,99323.86494,170198.603,112177.2547,61540.8766,268913.0933,1965386.463,13.97112631
Small,E-Mobility,Low,94069.35684,293269.8058,193823.0668,135465.1305,108145.6668,145562.3802,6125096.018,3.323868173
Medium,Renewable Energy,High,112202.9381,122023.0076,119576.8845,41182.04923,37483.18842,469120.5818,3161409.939,17.07761752
Medium,Renewable Energy,Low,52217.31335,102568.2231,98491.00255,67089.55414,65041.95358,82012.63825,2075138.855,3.923908819
Small,Circular Economy,High,82114.68687,72518.4109,61281.97642,36011.61686,37452.43789,168947.4532,1070586.177,16.46411031
Medium,Renewable Energy,High,91460.47251,223762.8471,225119.7298,222205.4853,85392.40494,2203181.942,8189131.498,27.04635301
Small,E-Mobility,High,93316.00641,114480.1596,148678.7791,109936.3724,56492.43767,460384.6954,2598585.001,17.29787051
Small,Circular Economy,High,45650.92788,40179.71857,47803.77679,22459.42323,13682.20526,244955.7994,1018706.224,25.91908664
Small,E-Mobility,High,182093.3043,301802.5237,325972.7609,174401.8541,57057.01629,612396.3333,3206476.368,17.49675255
Small,Circular Economy,Normal,201164.0438,148608.6552,198580.1318,98311.08594,84235.39867,546251.1777,4590354.456,11.72381594
Small,Renewable Energy,High,115047.9293,182165.674,118801.642,129128.8973,65772.19419,607339.0321,2031936.895,29.44234957
Medium,Renewable Energy,Normal,57455.28846,83368.62195,71285.43787,50168.38801,37593.31192,285434.3323,2247651.116,11.77197789
Small,E-Mobility,Normal,112973.704,131639.4934,164359.0166,76768.36507,38972.64013,492100.2233,3853004.442,12.736883
Medium,Renewable Energy,High,99400.13242,147547.5293,129220.6022,82898.31781,87985.25896,1072573.691,5494859.078,22.18944493
Medium,Circular Economy,High,60522.19076,49339.07287,68731.62232,45180.54424,31648.33578,175761.7951,798079.051,21.59739729
Small,E-Mobility,High,101755.7988,242702.826,345737.4464,220895.569,79575.22542,335458.6716,1533629.456,22.70915878
Large,E-Mobility,High,85408.08336,89387.37782,115386.025,80880.54004,49166.2775,379852.3385,2413608.498,16.44344569
Small,Renewable Energy,Low,87978.32298,141021.8623,109974.8577,112403.1517,24909.559,64104.69209,4226433.183,1.94893915
Large,Renewable Energy,High,98989.24099,176762.4949,197910.3646,87654.56384,73403.15713,597229.7549,2837581.3,22.08790679
Small,Circular Economy,High,92271.88445,70798.42896,74758.21903,67360.11177,45825.02287,586679.8916,3029783.644,20.32093006
Small,Renewable Energy,Normal,5872.127182,10291.66772,12281.91698,4116.627879,2532.279727,33157.71305,254257.3376,11.40728045
Small,E-Mobility,High,63186.15382,127952.7285,113706.8029,75157.79336,31784.00864,212944.7196,770301.1161,29.01225312
Small,Circular Economy,Low,53414.04825,124246.6259,81599.72727,46145.56795,27306.77786,80084.05714,1240074.749,7.029929665
Small,E-Mobility,Low,85085.52145,176949.5504,225436.9544,69743.90038,28221.52573,30200.91819,1795761.365,0.914214584
Large,E-Mobility,High,136149.0696,183482.7028,245973.7946,167927.9022,83273.26658,941628.9141,5500103.475,16.21041249
Medium,E-Mobility,Normal,39963.42899,36627.22209,65741.14487,35844.43193,21148.16827,81854.8382,736196.5439,10.72272923
Medium,Renewable Energy,Normal,42967.05136,62286.07279,93028.76531,47986.11039,32640.40521,199341.8767,1223682.926,14.94535673
Small,Circular Economy,Low,72020.7787,60382.02543,95160.2006,84238.29553,31982.8523,155672.3642,2348678.748,6.566783639
Large,Circular Economy,Low,65227.2487,60699.10794,97371.27121,37169.97995,47009.17315,31229.43924,2325128.894,1.011908565
Small,Renewable Energy,Normal,42546.2967,35322.50744,72162.37654,43770.74518,31032.22479,41080.70688,408041.3075,9.579614055
Medium,Renewable Energy,Low,116674.2137,108947.6835,164755.9086,87688.98322,41886.88732,73417.43556,2849469.466,2.02206308
Medium,Renewable Energy,Normal,138556.7903,122733.9334,132592.1456,124699.6523,64918.3905,534097.6589,5560441.093,10.80635174
Small,Renewable Energy,High,233264.059,240917.7295,220130.3259,184149.2715,117009.0317,828034.0283,4776287.93,17.2760445
Medium,E-Mobility,Normal,136186.8291,198544.1425,257890.0429,141922.7536,120302.7286,347906.7457,2465363.783,14.40639738
Small,E-Mobility,High,146424.8897,167156.251,190869.78,108357.9215,75087.83028,721958.0039,3053281.77,25.45107678
Small,Renewable Energy,Normal,60909.04785,45608.59291,72322.70626,39961.65301,28998.91283,58464.12596,735164.1187,7.990285402
Small,E-Mobility,Normal,120948.5082,174920.8366,206859.4011,58020.90486,72202.15877,428440.678,4997999.961,9.737532237
Small,E-Mobility,Low,77941.43225,98208.09558,76575.78312,68834.50956,20271.63855,17896.49127,625828.6193,3.136203399
Medium,Renewable Energy,Normal,45874.43824,104919.8561,156283.7946,50824.86441,45516.10377,397095.533,3346848.494,10.61090825
Small,E-Mobility,Normal,77803.87663,125245.187,225221.1455,77832.58901,38533.42894,250554.8633,1752627.886,15.54689897
Small,Renewable Energy,Normal,150192.5995,262772.085,181986.5328,184727.578,133270.6781,324921.597,3002531.138,11.17984698
Large,Circular Economy,Low,179919.0029,246303.5884,176193.3292,161314.5189,128413.0178,202479.2045,5600616.942,3.832975099
Small,Circular Economy,Normal,167842.6704,174765.3637,151237.4705,113001.1595,86854.82386,812884.651,5969871.314,14.07439348
Medium,Renewable Energy,Low,143934.0182,153376.478,158305.4675,125052.0453,60486.59683,26283.46368,1161427.074,2.207777759
